Politician,Company,Published,Traded,Owner,Type,Size,Price of Stock
Neal DunnRepublicanHouseFL,Capital One Financial CorpCOF:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$21.89
Neal DunnRepublicanHouseFL,JPMorgan Chase & CoJPM:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$23.95
Neal DunnRepublicanHouseFL,KeyCorpKEY:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$22.94
Neal DunnRepublicanHouseFL,Regions Financial CorpRF:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$19.30
Neal DunnRepublicanHouseFL,Truist Financial CorpTFC:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$22.11
Neal DunnRepublicanHouseFL,U.S. BancorpUSB:US,8 Nov2024,27 Sept2024,Undisclosed,buy,1K–15K,$25.12
Michael CollinsRepublicanHouseGA,AERODROME FINANCE$AERO,8 Nov2024,3 Nov2024,Undisclosed,buy,1K–15K,$1.09
Michael CollinsRepublicanHouseGA,ETHEREUM$ETH,8 Nov2024,7 Oct2024,Undisclosed,buy,1K–15K,"$2,439.94"
Michael CollinsRepublicanHouseGA,ETHEREUM$ETH,8 Nov2024,16 Oct2024,Undisclosed,buy,1K–15K,"$2,606.02"
Michael CollinsRepublicanHouseGA,ETHEREUM$ETH,8 Nov2024,30 Oct2024,Undisclosed,buy,15K–50K,"$2,637.61"
Sheldon WhitehouseDemocratSenateRI,The Coca-Cola CoKO:US,7 Nov2024,8 Oct2024,Self,buy,1K–15K,$69.18
Sheldon WhitehouseDemocratSenateRI,Tesla IncTSLA:US,7 Nov2024,28 Oct2024,Spouse,sell,100K–250K,$262.51
Sheldon WhitehouseDemocratSenateRI,CELSIUS HOLDINGS INCCELH:US,7 Nov2024,8 Oct2024,Self,sell,1K–15K,$28.74
Sheldon WhitehouseDemocratSenateRI,Starbucks CorpSBUX:US,7 Nov2024,29 Oct2024,Spouse,sell,1K–15K,$97.39
Sheldon WhitehouseDemocratSenateRI,Verizon Communications IncVZ:US,7 Nov2024,29 Oct2024,Spouse,sell,1K–15K,$41.33
Sheldon WhitehouseDemocratSenateRI,Mastercard IncMA:US,7 Nov2024,29 Oct2024,Spouse,sell,1K–15K,$506.28
Sheldon WhitehouseDemocratSenateRI,The Walt Disney CoDIS:US,7 Nov2024,29 Oct2024,Spouse,sell,1K–15K,$96.13
Sheldon WhitehouseDemocratSenateRI,Starbucks CorpSBUX:US,7 Nov2024,29 Oct2024,Self,sell,1K–15K,$97.39
Sheldon WhitehouseDemocratSenateRI,Verizon Communications IncVZ:US,7 Nov2024,29 Oct2024,Self,sell,1K–15K,$41.33
Sheldon WhitehouseDemocratSenateRI,Honeywell International IncHON:US,7 Nov2024,29 Oct2024,Self,sell,1K–15K,$205.98
Sheldon WhitehouseDemocratSenateRI,Mastercard IncMA:US,7 Nov2024,29 Oct2024,Self,sell,1K–15K,$506.28
Sheldon WhitehouseDemocratSenateRI,Tesla IncTSLA:US,7 Nov2024,11 Oct2024,Self,sell,15K–50K,$217.80
Sheldon WhitehouseDemocratSenateRI,Tesla IncTSLA:US,7 Nov2024,28 Oct2024,Self,sell,15K–50K,$262.51
Sheldon WhitehouseDemocratSenateRI,Eli Lilly and CoLLY:US,7 Nov2024,30 Oct2024,Self,buy,15K–50K,$846.83
Josh GottheimerDemocratHouseNJ,ALAMO GROUP INCALG:US,7 Nov2024,25 Oct2024,Joint,sell,1K–15K,$171.78
Josh GottheimerDemocratHouseNJ,Alibaba Group Holding LtdBABA:US,7 Nov2024,16 Oct2024,Joint,buy,1K–15K,$102.17
Josh GottheimerDemocratHouseNJ,Allegro Microsystems IncALGM:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$20.62
Josh GottheimerDemocratHouseNJ,Alphabet IncGOOGL:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$164.51
Josh GottheimerDemocratHouseNJ,APPFOLIO INCAPPF:US,7 Nov2024,31 Oct2024,Joint,sell,1K–15K,$207.87
Josh GottheimerDemocratHouseNJ,Apple IncAAPL:US,7 Nov2024,2 Oct2024,Joint,buy,15K–50K,$226.78
Josh GottheimerDemocratHouseNJ,Berkshire Hathaway IncBRK/B:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$465.85
Josh GottheimerDemocratHouseNJ,Blackstone Group IncBX:US,7 Nov2024,24 Oct2024,Joint,buy,1K–15K,$169.66
Josh GottheimerDemocratHouseNJ,Booking Holdings IncBKNG:US,7 Nov2024,17 Oct2024,Joint,sell,1K–15K,"$4,370.77"
Josh GottheimerDemocratHouseNJ,Broadcom IncAVGO:US,7 Nov2024,3 Oct2024,Joint,sell,1K–15K,$171.89
Josh GottheimerDemocratHouseNJ,Chord Energy CorpCHRD:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$130.58
Josh GottheimerDemocratHouseNJ,DISCO CORPDSCSY:US,7 Nov2024,25 Oct2024,Joint,buy,1K–15K,N/A
Josh GottheimerDemocratHouseNJ,DISCO CORPDSCSY:US,7 Nov2024,28 Oct2024,Joint,buy,1K–15K,N/A
Josh GottheimerDemocratHouseNJ,ENN Energy Holdings LtdXNGSY:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$27.91
Josh GottheimerDemocratHouseNJ,Eli Lilly and CoLLY:US,7 Nov2024,16 Oct2024,Joint,sell,1K–15K,$916.42
Josh GottheimerDemocratHouseNJ,Enerpac Tool Group CorpEPAC:US,7 Nov2024,25 Oct2024,Joint,buy,1K–15K,$44.77
Josh GottheimerDemocratHouseNJ,Gates Industrial Corp PLCGTES:US,7 Nov2024,31 Oct2024,Joint,buy,1K–15K,$19.35
Josh GottheimerDemocratHouseNJ,The Home Depot IncHD:US,7 Nov2024,3 Oct2024,Joint,buy,1K–15K,$411.58
Josh GottheimerDemocratHouseNJ,ICU Medical IncICUI:US,7 Nov2024,31 Oct2024,Joint,sell,1K–15K,$170.73
Josh GottheimerDemocratHouseNJ,International Business Machines CorpIBM:US,7 Nov2024,10 Oct2024,Joint,buy,1K–15K,$233.02
Josh GottheimerDemocratHouseNJ,ITT IncITT:US,7 Nov2024,31 Oct2024,Joint,sell,1K–15K,$140.12
Josh GottheimerDemocratHouseNJ,KKR & Co IncKKR:US,7 Nov2024,17 Oct2024,Joint,sell,1K–15K,$137.84
Josh GottheimerDemocratHouseNJ,Lam Research CorpLRCX:US,7 Nov2024,22 Oct2024,Joint,sell,1K–15K,$73.00
Josh GottheimerDemocratHouseNJ,Lam Research CorpLRCX:US,7 Nov2024,17 Oct2024,Joint,sell,1K–15K,$73.14
Josh GottheimerDemocratHouseNJ,Manulife Financial CorpMFC:US,7 Nov2024,4 Oct2024,Joint,sell,1K–15K,$30.24
Josh GottheimerDemocratHouseNJ,Manulife Financial CorpMFC:US,7 Nov2024,15 Oct2024,Joint,buy,1K–15K,$30.32
Josh GottheimerDemocratHouseNJ,Meta Platforms IncMETA:US,7 Nov2024,17 Oct2024,Joint,sell,1K–15K,$576.93
Josh GottheimerDemocratHouseNJ,Microsoft CorpMSFT:US,7 Nov2024,3 Oct2024,Joint,sell,1K–15K,$416.54
Josh GottheimerDemocratHouseNJ,Microsoft CorpMSFT:US,7 Nov2024,2 Oct2024,Joint,sell,15K–50K,$417.13
Josh GottheimerDemocratHouseNJ,MongoDB IncMDB:US,7 Nov2024,17 Oct2024,Joint,sell,1K–15K,$271.87
Josh GottheimerDemocratHouseNJ,Netflix IncNFLX:US,7 Nov2024,18 Oct2024,Joint,sell,1K–15K,$763.89
Josh GottheimerDemocratHouseNJ,NVIDIA CorporationNVDA:US,7 Nov2024,17 Oct2024,Joint,sell,1K–15K,$136.93
Josh GottheimerDemocratHouseNJ,Pacific Premier Bancorp IncPPBI:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$27.37
Josh GottheimerDemocratHouseNJ,PayPal Holdings IncPYPL:US,7 Nov2024,24 Oct2024,Joint,buy,1K–15K,$81.39
Josh GottheimerDemocratHouseNJ,Regeneron Pharmaceuticals IncREGN:US,7 Nov2024,23 Oct2024,Joint,sell,1K–15K,$941.39
Josh GottheimerDemocratHouseNJ,ServiceNow IncNOW:US,7 Nov2024,4 Oct2024,Joint,buy,1K–15K,$917.68
Josh GottheimerDemocratHouseNJ,ServiceNow IncNOW:US,7 Nov2024,8 Oct2024,Joint,buy,1K–15K,$922.00
Josh GottheimerDemocratHouseNJ,Stifel Financial CorpSF:US,7 Nov2024,31 Oct2024,Joint,sell,1K–15K,$103.62
Josh GottheimerDemocratHouseNJ,Taiwan Semiconductor Manufacturing Co LtdTSM:US,7 Nov2024,24 Oct2024,Joint,sell,1K–15K,$197.93
Josh GottheimerDemocratHouseNJ,Taiwan Semiconductor Manufacturing Co LtdTSM:US,7 Nov2024,4 Oct2024,Joint,sell,1K–15K,$181.16
Josh GottheimerDemocratHouseNJ,TE Connectivity LtdTEL:US,7 Nov2024,4 Oct2024,Joint,buy,1K–15K,$145.45
Josh GottheimerDemocratHouseNJ,TE Connectivity LtdTEL:US,7 Nov2024,3 Oct2024,Joint,buy,1K–15K,$144.68
Josh GottheimerDemocratHouseNJ,Techtronic Industries Co LtdTTNDY:US,7 Nov2024,28 Oct2024,Joint,buy,1K–15K,$73.60
Josh GottheimerDemocratHouseNJ,Techtronic Industries Co LtdTTNDY:US,7 Nov2024,29 Oct2024,Joint,buy,1K–15K,$74.18
Josh GottheimerDemocratHouseNJ,Tesla IncTSLA:US,7 Nov2024,14 Oct2024,Joint,sell,1K–15K,$219.16
Josh GottheimerDemocratHouseNJ,Texas Capital Bancshares IncTCBI:US,7 Nov2024,31 Oct2024,Joint,buy,1K–15K,$76.95
Josh GottheimerDemocratHouseNJ,TransDigm Group IncTDG:US,7 Nov2024,17 Oct2024,Joint,sell,1K–15K,"$1,401.96"
Josh GottheimerDemocratHouseNJ,US Physical Therapy IncUSPH:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$84.45
Josh GottheimerDemocratHouseNJ,Vertiv Holdings CoVRT:US,7 Nov2024,17 Oct2024,Joint,buy,1K–15K,$114.28
Suzan DelBeneDemocratHouseWA,CITY OF CHANDLER ARIZONAN/A,7 Nov2024,18 Oct2024,Joint,sell,500K–1M,N/A
Suzan DelBeneDemocratHouseWA,FLORIDA DEVELOPMENT FINANCE CORPN/A,7 Nov2024,28 Oct2024,Joint,buy,1K–15K,N/A
Suzan DelBeneDemocratHouseWA,NEW JERSEY TRANSPORTATION TRUST FUND AUTHORITYN/A,7 Nov2024,18 Oct2024,Joint,buy,500K–1M,N/A
Kathy ManningDemocratHouseNC,SEVEN BRIDGES LONG SHORT EQUITY FUND LTDN/A,6 Nov2024,25 Oct2024,Spouse,sell,15K–50K,N/A
Kathy ManningDemocratHouseNC,SEVEN BRIDGES LONG SHORT EQUITY FUND LTDN/A,6 Nov2024,28 Oct2024,Undisclosed,sell,100K–250K,N/A
Kathy ManningDemocratHouseNC,SEVEN BRIDGES MULTI STRATEGY FUND LPN/A,6 Nov2024,25 Oct2024,Spouse,buy,15K–50K,N/A
Bill KeatingDemocratHouseMA,Alphabet IncGOOGL:US,6 Nov2024,31 Oct2024,Undisclosed,buy,1K–15K,$171.11
Bill KeatingDemocratHouseMA,Amazon.com IncAMZN:US,6 Nov2024,31 Oct2024,Undisclosed,buy,1K–15K,$186.40
Bill KeatingDemocratHouseMA,AMENTUM HOLDINGS INCAMTM:US,6 Nov2024,31 Oct2024,Undisclosed,sell,1K–15K,$29.74
Bill KeatingDemocratHouseMA,Lowe's Cos IncLOW:US,6 Nov2024,9 Oct2024,Undisclosed,sell,1K–15K,N/A
Bill KeatingDemocratHouseMA,Microsoft CorpMSFT:US,6 Nov2024,31 Oct2024,Undisclosed,buy,1K–15K,$406.35
Bill KeatingDemocratHouseMA,QUALCOMM IncQCOM:US,6 Nov2024,31 Oct2024,Undisclosed,buy,1K–15K,$162.77
Lloyd DoggettDemocratHouseTX,The Coca-Cola CoKO:US,6 Nov2024,1 Oct2024,Undisclosed,buy,1K–15K,$71.71
Earl BlumenauerDemocratHouseOR,Constellation Brands IncSTZ:US,6 Nov2024,11 Oct2024,Spouse,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,Unitedhealth Group IncUNH:US,6 Nov2024,11 Oct2024,Spouse,sell,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY NOTEN/A,6 Nov2024,21 Oct2024,Spouse,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY NOTEN/A,6 Nov2024,21 Oct2024,Spouse,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY BILLSN/A,6 Nov2024,15 Oct2024,Undisclosed,buy,15K–50K,N/A
Earl BlumenauerDemocratHouseOR,US TREASURY BILLSN/A,6 Nov2024,15 Oct2024,Undisclosed,buy,15K–50K,N/A
Victoria SpartzRepublicanHouseIN,Simon Property Group IncSPG:US,5 Nov2024,20 Sept2024,Spouse,sell,1M–5M,$166.55
Marjorie Taylor GreeneRepublicanHouseGA,Advanced Micro Devices IncAMD:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$141.86
Marjorie Taylor GreeneRepublicanHouseGA,Apple IncAAPL:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$222.91
Marjorie Taylor GreeneRepublicanHouseGA,Berkshire Hathaway IncBRK/B:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$452.14
Marjorie Taylor GreeneRepublicanHouseGA,Corning IncGLW:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$48.36
Marjorie Taylor GreeneRepublicanHouseGA,Digital Realty Trust IncDLR:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$176.00
Marjorie Taylor GreeneRepublicanHouseGA,Duke Energy CorpDUK:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$112.68
Marjorie Taylor GreeneRepublicanHouseGA,Intel CorpINTC:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$23.20
Marjorie Taylor GreeneRepublicanHouseGA,Meta Platforms IncMETA:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$567.16
Marjorie Taylor GreeneRepublicanHouseGA,Tesla IncTSLA:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$248.98
Marjorie Taylor GreeneRepublicanHouseGA,The Hershey CoHSY:US,5 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,$179.26
Pete SessionsRepublicanHouseTX,NVIDIA CorporationNVDA:US,4 Nov2024,1 Nov2024,Spouse,buy,1K–15K,$135.40
Don BeyerDemocratHouseVA,CONSOLIDATED SCHOOL DISTRICT OF AIKEN COUNTYN/A,4 Nov2024,16 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,CHICAGO O'HARE AIRPORTN/A,4 Nov2024,9 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,COUNTY OF CLARK NEVADAN/A,4 Nov2024,3 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,GARNET VALLEY SCHOOL DISTRICT DELAWARE COUNTY PENNSYLVANIAN/A,4 Nov2024,29 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,DISTRICT OF COLUMBIAN/A,4 Nov2024,2 Oct2024,Joint,exchange,15K–50K,N/A
Don BeyerDemocratHouseVA,JEFFERSON COUNTY TEXASN/A,4 Nov2024,2 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,LONG ISLAND POWER AUTHORITYN/A,4 Nov2024,24 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,STATE OF NEW JERSEYN/A,4 Nov2024,18 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,STATE OF NORTH CAROLINAN/A,4 Nov2024,28 Oct2024,Joint,buy,15K–50K,N/A
Don BeyerDemocratHouseVA,CITY OF NORTH LAS VEGASN/A,4 Nov2024,9 Oct2024,Joint,buy,15K–50K,N/A
Richard BlumenthalDemocratSenateCT,3G COURSER ONSHORE FUND LPN/A,30 Oct2024,7 Oct2024,Undisclosed,sell,1K–15K,N/A
Richard BlumenthalDemocratSenateCT,3G COURSER ONSHORE FUND LPN/A,30 Oct2024,7 Oct2024,Undisclosed,sell,15K–50K,N/A
Richard BlumenthalDemocratSenateCT,VAPOTHERM INCVAPO:US,30 Oct2024,19 Sept2024,Undisclosed,sell,1K–15K,$2.17
Richard BlumenthalDemocratSenateCT,VAPOTHERM INCVAPO:US,30 Oct2024,19 Sept2024,Undisclosed,sell,1K–15K,$2.17
Richard BlumenthalDemocratSenateCT,WAKE OF THE FLOOD LLCN/A,30 Oct2024,19 Sept2024,Undisclosed,buy,1K–15K,N/A
Richard BlumenthalDemocratSenateCT,WAKE OF THE FLOOD LLCN/A,30 Oct2024,19 Sept2024,Undisclosed,buy,1K–15K,N/A
Richard BlumenthalDemocratSenateCT,WAKE OF THE FLOOD LLCN/A,30 Oct2024,19 Sept2024,Undisclosed,buy,1K–15K,N/A
Richard BlumenthalDemocratSenateCT,WAKE OF THE FLOOD LLCN/A,30 Oct2024,19 Sept2024,Undisclosed,buy,1K–15K,N/A
Richard BlumenthalDemocratSenateCT,VAPOTHERM INCVAPO:US,30 Oct2024,19 Sept2024,Undisclosed,sell,1K–15K,$2.17
Richard BlumenthalDemocratSenateCT,VAPOTHERM INCVAPO:US,30 Oct2024,19 Sept2024,Undisclosed,sell,1K–15K,$2.17
Richard BlumenthalDemocratSenateCT,VAPOTHERM INCVAPO:US,30 Oct2024,19 Sept2024,Undisclosed,sell,1K–15K,$2.17
Richard BlumenthalDemocratSenateCT,3G COURSER ONSHORE FUND LPN/A,30 Oct2024,7 Oct2024,Undisclosed,sell,50K–100K,N/A
Richard BlumenthalDemocratSenateCT,3G COURSER ONSHORE FUND LPN/A,30 Oct2024,7 Oct2024,Undisclosed,sell,50K–100K,N/A
Mark GreenRepublicanHouseTN,NGL Energy Partners LPNGL:US,30 Oct2024,16 Oct2024,Joint,sell,50K–100K,$4.32
Mark GreenRepublicanHouseTN,NGL Energy Partners LPNGL:US,30 Oct2024,24 Oct2024,Joint,sell,50K–100K,$4.20
Max MillerRepublicanHouseOH,ALPINE INVESTORS IX LPN/A,29 Oct2024,9 Oct2024,Undisclosed,buy,1K–15K,N/A
Max MillerRepublicanHouseOH,NEW WATER CAPITAL PARTNERS II LPN/A,29 Oct2024,29 Sept2024,Undisclosed,sell,1K–15K,N/A
Tom SuozziDemocratHouseNY,Apple IncAAPL:US,25 Oct2024,7 Oct2024,Undisclosed,sell,15K–50K,$221.69
Doug LambornRepublicanHouseCO,NetApp IncNTAP:US,24 Oct2024,9 Oct2024,Spouse,sell,1K–15K,N/A
Rick ScottRepublicanSenateFL,PORT OF SEATTLE WASHINGTONN/A,23 Oct2024,9 Oct2024,Spouse,sell,500K–1M,N/A
Rick ScottRepublicanSenateFL,NEW JERSEY EDUCATIONAL FACILITIES AUTHORITYN/A,23 Oct2024,9 Oct2024,Spouse,sell,250K–500K,N/A
Rick ScottRepublicanSenateFL,SOUTH CAROLINA STATE PORTS AUTHORITYN/A,23 Oct2024,23 Sept2024,Spouse,sell,500K–1M,N/A
Rick ScottRepublicanSenateFL,SOUTH CAROLINA STATE PORTS AUTHORITYN/A,23 Oct2024,23 Sept2024,Spouse,sell,250K–500K,N/A
Rick ScottRepublicanSenateFL,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITYN/A,23 Oct2024,25 Sept2024,Spouse,sell,250K–500K,N/A
Rick ScottRepublicanSenateFL,TEXAS WATER DEVELOPMENT BOARDN/A,23 Oct2024,25 Sept2024,Spouse,sell,250K–500K,N/A
Marjorie Taylor GreeneRepublicanHouseGA,ASML Holding NVASML:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$714.10
Marjorie Taylor GreeneRepublicanHouseGA,Berkshire Hathaway IncBRK/B:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$464.16
Marjorie Taylor GreeneRepublicanHouseGA,Blackstone Group IncBX:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$170.77
Marjorie Taylor GreeneRepublicanHouseGA,Caterpillar IncCAT:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$390.48
Marjorie Taylor GreeneRepublicanHouseGA,The Home Depot IncHD:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$406.40
Marjorie Taylor GreeneRepublicanHouseGA,Intel CorpINTC:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$22.84
Marjorie Taylor GreeneRepublicanHouseGA,Microsoft CorpMSFT:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$418.78
Marjorie Taylor GreeneRepublicanHouseGA,"Nestle SA, Cham Und VeveyNSRGY:US",22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$99.83
Marjorie Taylor GreeneRepublicanHouseGA,Tesla IncTSLA:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$218.85
Marjorie Taylor GreeneRepublicanHouseGA,Visa IncV:US,22 Oct2024,21 Oct2024,Undisclosed,buy,1K–15K,$286.85
Virginia FoxxRepublicanHouseNC,ELLINGTON FINANCIAL INCEFC:US,22 Oct2024,30 Sept2024,Undisclosed,buy,1K–15K,$12.89
Rick AllenRepublicanHouseGA,Schwab (Charles) CorpSCHW:US,21 Oct2024,12 Sept2024,Spouse,sell,15K–50K,$61.74
Rick AllenRepublicanHouseGA,US TREASURY BILLSN/A,21 Oct2024,13 Sept2024,Undisclosed,sell,100K–250K,N/A
John BoozmanRepublicanSenateAR,Fiserv IncFI:US,18 Oct2024,26 Sept2024,Joint,sell,1K–15K,$177.40
John BoozmanRepublicanSenateAR,Vanguard FTSE Developed Markets ETFVEA:US,18 Oct2024,9 Sept2024,Joint,sell,1K–15K,$50.91
John BoozmanRepublicanSenateAR,Vanguard Global ex-U.S. Real Estate ETFVNQI:US,18 Oct2024,6 Sept2024,Joint,sell,1K–15K,$44.56
John BoozmanRepublicanSenateAR,SPDR MidCap 400 ETF TrustMDY:US,18 Oct2024,9 Sept2024,Joint,sell,1K–15K,$540.36
John BoozmanRepublicanSenateAR,Managed Portfolio Series Tortoise North American Pipeline FundTPYP:US,18 Oct2024,6 Sept2024,Joint,sell,15K–50K,$30.95
John BoozmanRepublicanSenateAR,iShares Core S&P 500 ETFIVV:US,18 Oct2024,6 Oct2024,Joint,sell,1K–15K,N/A
John BoozmanRepublicanSenateAR,iShares Trust - iShares Russell 2000 ETFIWM:US,18 Oct2024,9 Oct2024,Joint,sell,1K–15K,$218.06
John BoozmanRepublicanSenateAR,iShares MSCI EAFE ETFEFA:US,18 Oct2024,9 Sept2024,Joint,sell,1K–15K,$80.60
John BoozmanRepublicanSenateAR,First Trust North American Energy Infrastructure FundEMLP:US,18 Oct2024,6 Sept2024,Joint,sell,1K–15K,$32.54
John BoozmanRepublicanSenateAR,WESTWOOD QUALITY SMALLCAP FUNDWWSYX:US,18 Oct2024,6 Sept2024,Joint,sell,1K–15K,$21.00
John BoozmanRepublicanSenateAR,Schwab US TIPS ETFSCHP:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$53.13
John BoozmanRepublicanSenateAR,Janus Henderson Mortgage-Backed Securities ETFJMBS:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$46.68
John BoozmanRepublicanSenateAR,iShares Core S&P 500 ETFIVV:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$543.37
John BoozmanRepublicanSenateAR,iShares 7-10 Year Treasury Bond ETFIEF:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$98.36
John BoozmanRepublicanSenateAR,iShares 1-3 Year Treasury Bond ETFSHY:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$82.96
John BoozmanRepublicanSenateAR,iShares 10-20 Year Treasury Bond ETFTLH:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$110.03
John BoozmanRepublicanSenateAR,iShares CMBS ETFCMBS:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$48.62
John BoozmanRepublicanSenateAR,iShares 3-7 Year Treasury Bond ETFIEI:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$119.66
John BoozmanRepublicanSenateAR,iShares Trust iShares 20 Year Treasury Bond ETFTLT:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$99.56
John BoozmanRepublicanSenateAR,iShares MBS ETFMBB:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$95.91
John BoozmanRepublicanSenateAR,iShares Agency Bond ETFAGZ:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$110.29
John BoozmanRepublicanSenateAR,INVESCO SHORT TERM TREAS ETFTBLL:US,18 Oct2024,6 Sept2024,Joint,buy,15K–50K,$105.73
John BoozmanRepublicanSenateAR,Goldman Sachs Access Investment Grade Corporate Bond ETFGIGB:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$47.02
John BoozmanRepublicanSenateAR,FIRST TR GLOBAL TACTICAL CMDFTGC:US,18 Oct2024,6 Sept2024,Joint,buy,15K–50K,$22.37
John BoozmanRepublicanSenateAR,ABRDN PHYSICAL PLATIN SH ETFPPLT:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$84.58
John BoozmanRepublicanSenateAR,ABRDN PHYSICAL PALLAD SH ETFPALL:US,18 Oct2024,6 Sept2024,Joint,buy,1K–15K,$83.90
Rudy YakymRepublicanHouseIN,US TREASURY BILLSN/A,18 Oct2024,15 Oct2024,Undisclosed,buy,15K–50K,N/A
Rudy YakymRepublicanHouseIN,US TREASURY BILLSN/A,18 Oct2024,15 Oct2024,Undisclosed,buy,50K–100K,N/A
Scott PetersDemocratHouseCA,ALLOCATE ALPHA FUND II LPN/A,17 Oct2024,19 Sept2024,Spouse,buy,15K–50K,N/A
Scott PetersDemocratHouseCA,ALLOCATE PREMIER ACCESS FUND LPN/A,17 Oct2024,20 Sept2024,Spouse,buy,15K–50K,N/A
Scott PetersDemocratHouseCA,GV CHRISTI LLCN/A,17 Oct2024,10 Sept2024,Spouse,buy,50K–100K,N/A
Scott PetersDemocratHouseCA,KENT STREET GROUP GPN/A,17 Oct2024,11 Sept2024,Spouse,buy,15K–50K,N/A
Scott PetersDemocratHouseCA,LYNETT CAPITAL PARTNERS II LPN/A,17 Oct2024,9 Sept2024,Spouse,buy,100K–250K,N/A
Scott PetersDemocratHouseCA,SACRAMENTO SUBURBAN WATER DISTRICTN/A,17 Oct2024,27 Sept2024,Undisclosed,buy,50K–100K,N/A
Scott PetersDemocratHouseCA,SAN MATEO UNION HIGH SCHOOL DISTRICT SAN MATEO COUNTY CALIFORNIAN/A,17 Oct2024,3 Sept2024,Spouse,sell,50K–100K,N/A
Kevin HernRepublicanHouseOK,Citigroup IncC:US,17 Oct2024,23 Sept2024,Joint,sell,250K–500K,N/A
Richard BlumenthalDemocratSenateCT,BRAZIL GOVERNMENT BONDSN/A,16 Oct2024,2 Sept2024,Spouse,buy,250K–500K,N/A
Richard BlumenthalDemocratSenateCT,GOING DOWN THE ROAD FEELING BAD LLCN/A,16 Oct2024,9 Sept2024,Spouse,buy,250K–500K,N/A
Richard BlumenthalDemocratSenateCT,BRAZIL GOVERNMENT BONDSN/A,16 Oct2024,17 Sept2024,Spouse,buy,500K–1M,N/A
Richard BlumenthalDemocratSenateCT,GOING DOWN THE ROAD FEELING BAD LLCN/A,16 Oct2024,9 Sept2024,Spouse,buy,500K–1M,N/A
