Politician,Company,Published,Traded,Owner,Type,Size,Price of Stock
Laurel LeeRepublicanHouseFL,Apple IncAAPL:US,22 Nov2024,7 Oct2024,Spouse,buy,15K–50K,$221.69
Laurel LeeRepublicanHouseFL,GE VERNOVA INCGEV:US,22 Nov2024,8 Nov2024,Spouse,sell,15K–50K,$341.18
Laurel LeeRepublicanHouseFL,Pfizer IncPFE:US,22 Nov2024,21 Oct2024,Spouse,buy,15K–50K,$28.93
Laurel LeeRepublicanHouseFL,TUHURA BIOSCIENCES INCHURA:US,22 Nov2024,18 Oct2024,Spouse,receive,100K–250K,N/A
Marjorie Taylor GreeneRepublicanHouseGA,AbbVie IncABBV:US,22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$167.76
Marjorie Taylor GreeneRepublicanHouseGA,Adobe IncADBE:US,22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$499.50
Marjorie Taylor GreeneRepublicanHouseGA,Amazon.com IncAMZN:US,22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$202.88
Marjorie Taylor GreeneRepublicanHouseGA,Applied Materials IncAMAT:US,22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$170.49
Marjorie Taylor GreeneRepublicanHouseGA,"Nestle SA, Cham Und VeveyNSRGY:US",22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$86.42
Marjorie Taylor GreeneRepublicanHouseGA,Occidental Petroleum CorpOXY:US,22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$50.91
Marjorie Taylor GreeneRepublicanHouseGA,QUALCOMM IncQCOM:US,22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$154.27
Marjorie Taylor GreeneRepublicanHouseGA,Southern Copper CorpSCCO:US,22 Nov2024,20 Nov2024,Undisclosed,buy,1K–15K,$103.00
Marjorie Taylor GreeneRepublicanHouseGA,US TREASURY BILLSN/A,22 Nov2024,20 Nov2024,Undisclosed,buy,50K–100K,N/A
Suzan DelBeneDemocratHouseWA,COLORADO HEALTH FACILITIES AUTHORITYN/A,22 Nov2024,6 Nov2024,Joint,buy,15K–50K,N/A
Suzan DelBeneDemocratHouseWA,NORTH DAKOTA HOUSING FINANCE AGENCYN/A,22 Nov2024,5 Nov2024,Joint,buy,15K–50K,N/A
Suzan DelBeneDemocratHouseWA,TEXAS TRANSPORTATION COMMISSIONN/A,22 Nov2024,4 Nov2024,Joint,buy,1K–15K,N/A
Jake AuchinclossDemocratHouseMA,State Street CorporationSTT:US,22 Nov2024,18 Nov2024,Spouse,sell,15K–50K,$96.12
Tina SmithDemocratSenateMN,Tactile Systems Technology IncTCMD:US,21 Nov2024,12 Nov2024,Spouse,buy,50K–100K,$15.75
Debbie Wasserman SchultzDemocratHouseFL,Baxter International IncBAX:US,21 Nov2024,18 Nov2024,Child,buy,1K–15K,$33.02
Debbie Wasserman SchultzDemocratHouseFL,New Gold IncNGD:US,21 Nov2024,18 Nov2024,Child,sell,1K–15K,$2.67
Debbie Wasserman SchultzDemocratHouseFL,Patterson-UTI Energy IncPTEN:US,21 Nov2024,23 Oct2024,Child,buy,1K–15K,$7.80
Debbie Wasserman SchultzDemocratHouseFL,ViaSat IncVSAT:US,21 Nov2024,23 Oct2024,Child,buy,1K–15K,$10.29
Rick ScottRepublicanSenateFL,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT AND POWER DISTRICTN/A,20 Nov2024,23 Oct2024,Spouse,sell,500K–1M,N/A
Rick ScottRepublicanSenateFL,SAN ANTONIO TEXAS ELECTRICITY & GASN/A,20 Nov2024,24 Oct2024,Spouse,sell,250K–500K,N/A
Scott PetersDemocratHouseCA,COUNTY OF ORANGE CALIFORNIAN/A,18 Nov2024,15 Oct2024,Spouse,sell,50K–100K,N/A
Scott PetersDemocratHouseCA,PUBLIC UTILITIES COMMISSION OF CITY AND COUNTY OF SAN FRANCISCON/A,18 Nov2024,1 Oct2024,Spouse,sell,500K–1M,N/A
Max MillerRepublicanHouseOH,AIX VENTURES FUND II LPN/A,18 Nov2024,1 Nov2024,Undisclosed,buy,1K–15K,N/A
Kevin HernRepublicanHouseOK,McDonald's CorpMCD:US,18 Nov2024,29 Oct2024,Joint,buy,100K–250K,$295.00
Kevin HernRepublicanHouseOK,US TREASURY BILLSN/A,18 Nov2024,3 Oct2024,Joint,sell,100K–250K,N/A
Kevin HernRepublicanHouseOK,US TREASURY BILLSN/A,18 Nov2024,3 Oct2024,Joint,sell,1M–5M,N/A
Tommy TubervilleRepublicanSenateAL,Adobe IncADBE:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$485.39
Tommy TubervilleRepublicanSenateAL,Apple IncAAPL:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$233.67
Tommy TubervilleRepublicanSenateAL,Corteva IncCTVA:US,15 Nov2024,29 Oct2024,Joint,sell,1K–15K,$60.79
Tommy TubervilleRepublicanSenateAL,Honeywell International IncHON:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$205.98
Tommy TubervilleRepublicanSenateAL,Johnson & JohnsonJNJ:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$160.09
Tommy TubervilleRepublicanSenateAL,Kimberly-Clark CorpKMB:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$134.51
Tommy TubervilleRepublicanSenateAL,McDonald's CorpMCD:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$295.00
Tommy TubervilleRepublicanSenateAL,Microsoft CorpMSFT:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$431.95
Tommy TubervilleRepublicanSenateAL,"Nestle SA, Cham Und VeveyNSRGY:US",15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$95.64
Tommy TubervilleRepublicanSenateAL,Otis Worldwide CorpOTIS:US,15 Nov2024,29 Oct2024,Joint,sell,1K–15K,$101.37
Tommy TubervilleRepublicanSenateAL,Owens CorningOC:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$180.96
Tommy TubervilleRepublicanSenateAL,The Travelers Companies IncTRV:US,15 Nov2024,29 Oct2024,Joint,sell,15K–50K,$248.67
Greg LandsmanDemocratHouseOH,Amazon.com IncAMZN:US,15 Nov2024,15 Oct2024,Joint,sell,15K–50K,$187.69
Greg LandsmanDemocratHouseOH,Amazon.com IncAMZN:US,15 Nov2024,15 Oct2024,Spouse,sell,15K–50K,$187.69
Greg LandsmanDemocratHouseOH,Cheniere Energy IncLNG:US,15 Nov2024,15 Oct2024,Spouse,sell,1K–15K,$183.79
Greg LandsmanDemocratHouseOH,CrowdStrike Holdings IncCRWD:US,15 Nov2024,15 Oct2024,Spouse,sell,1K–15K,$302.31
Greg LandsmanDemocratHouseOH,Diamondback Energy IncFANG:US,15 Nov2024,15 Oct2024,Spouse,sell,15K–50K,$179.77
Greg LandsmanDemocratHouseOH,Exxon Mobil CorpXOM:US,15 Nov2024,15 Oct2024,Joint,sell,15K–50K,$120.35
Greg LandsmanDemocratHouseOH,Linde PLCLIN:US,15 Nov2024,15 Oct2024,Spouse,sell,1K–15K,$480.71
Greg LandsmanDemocratHouseOH,NextEra Energy IncNEE:US,15 Nov2024,15 Oct2024,Spouse,sell,1K–15K,$82.79
Greg LandsmanDemocratHouseOH,NextEra Energy IncNEE:US,15 Nov2024,15 Oct2024,Joint,sell,1K–15K,$82.79
Greg LandsmanDemocratHouseOH,Pfizer IncPFE:US,15 Nov2024,15 Oct2024,Joint,sell,1K–15K,$29.44
Greg LandsmanDemocratHouseOH,Phillips 66PSX:US,15 Nov2024,15 Oct2024,Joint,sell,15K–50K,$131.40
Greg LandsmanDemocratHouseOH,Regeneron Pharmaceuticals IncREGN:US,15 Nov2024,15 Oct2024,Spouse,sell,1K–15K,"$1,016.53"
Rick AllenRepublicanHouseGA,US TREASURY BILLSN/A,15 Nov2024,9 Oct2024,Spouse,buy,100K–250K,N/A
Gary PetersDemocratSenateMI,Leggett & Platt IncLEG:US,14 Nov2024,31 Oct2024,Self,sell,1K–15K,$12.00
Gary PetersDemocratSenateMI,Lamb Weston Holdings IncLW:US,14 Nov2024,31 Oct2024,Self,sell,1K–15K,$77.69
Gary PetersDemocratSenateMI,Invesco LtdIVZ:US,14 Nov2024,17 Oct2024,Self,sell,1K–15K,$18.28
Chellie PingreeDemocratHouseME,US TREASURY NOTEN/A,14 Nov2024,9 Oct2024,Undisclosed,sell,15K–50K,N/A
Morgan McGarveyDemocratHouseKY,Tesla IncTSLA:US,14 Nov2024,25 Oct2024,Spouse,buy,1K–15K,$269.19
Michael McCaulRepublicanHouseTX,STATE OF NORTH CAROLINAN/A,14 Nov2024,15 Oct2024,Spouse,buy,250K–500K,N/A
Michael McCaulRepublicanHouseTX,Public Power Generation AgencyN/A,14 Nov2024,9 Oct2024,Spouse,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,CITY OF COLUMBUS OHION/A,14 Nov2024,29 Oct2024,Spouse,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,MISSOURI PUBLIC UTILITIES COMMISSIONN/A,14 Nov2024,17 Oct2024,Spouse,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,DORMITORY AUTHORITY OF THE STATE OF NEW YORKN/A,14 Nov2024,18 Oct2024,Spouse,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,CITY OF ATLANTAN/A,14 Nov2024,2 Oct2024,Spouse,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,STATE OF ILLINOISN/A,14 Nov2024,21 Oct2024,Spouse,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,NORTH TEXAS TOLLWAY AUTHORITYN/A,14 Nov2024,23 Oct2024,Spouse,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,London Stock Exchange Group PLCLDNXF:US,14 Nov2024,22 Oct2024,Spouse,buy,50K–100K,$137.80
Michael McCaulRepublicanHouseTX,DEPARTMENT OF TRANSPORTATION OF MARYLANDN/A,14 Nov2024,10 Oct2024,Spouse,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,14 Nov2024,25 Oct2024,Spouse,buy,50K–100K,$237.71
Michael McCaulRepublicanHouseTX,ConocoPhillipsCOP:US,14 Nov2024,24 Oct2024,Spouse,buy,50K–100K,$104.37
Michael McCaulRepublicanHouseTX,Advanced Micro Devices IncAMD:US,14 Nov2024,31 Oct2024,Spouse,buy,50K–100K,$144.07
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,14 Nov2024,3 Oct2024,Spouse,buy,15K–50K,$240.94
Michael McCaulRepublicanHouseTX,BUILDGROUP LLCN/A,14 Nov2024,21 Oct2024,Spouse,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,FirstCash Holdings IncFCFS:US,14 Nov2024,30 Oct2024,Spouse,buy,15K–50K,$105.43
Michael McCaulRepublicanHouseTX,Novo Nordisk A/SNVO:US,14 Nov2024,31 Oct2024,Spouse,buy,15K–50K,$111.95
Michael McCaulRepublicanHouseTX,Dynatrace IncDT:US,14 Nov2024,25 Oct2024,Spouse,buy,15K–50K,$54.07
Michael McCaulRepublicanHouseTX,Fortinet IncFTNT:US,14 Nov2024,25 Oct2024,Spouse,buy,15K–50K,$80.34
Michael McCaulRepublicanHouseTX,NEW YORK STATE HOUSING FINANCE AGENCYN/A,14 Nov2024,24 Oct2024,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,14 Nov2024,9 Oct2024,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,14 Nov2024,21 Oct2024,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITYN/A,14 Nov2024,18 Oct2024,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,SOUTH CAROLINA JOBS ECONOMIC DEVELOPMENT AUTHORITYN/A,14 Nov2024,18 Oct2024,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,SAN ANTONIO TEXAS ELECTRICITY & GASN/A,14 Nov2024,9 Oct2024,Spouse,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,OHIO STATE UNIVERSITYN/A,14 Nov2024,7 Oct2024,Spouse,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,ASML Holding NVASML:US,14 Nov2024,25 Oct2024,Spouse,sell,15K–50K,$711.70
Michael McCaulRepublicanHouseTX,Applied Industrial Technologies IncAIT:US,14 Nov2024,28 Oct2024,Spouse,sell,15K–50K,$233.39
Michael McCaulRepublicanHouseTX,ASML Holding NVASML:US,14 Nov2024,30 Oct2024,Spouse,sell,15K–50K,$683.83
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,14 Nov2024,3 Oct2024,Spouse,sell,15K–50K,$254.68
Michael McCaulRepublicanHouseTX,Visa IncV:US,14 Nov2024,25 Oct2024,Spouse,sell,15K–50K,$281.73
Michael McCaulRepublicanHouseTX,Intuit IncINTU:US,14 Nov2024,25 Oct2024,Spouse,sell,15K–50K,$609.27
Michael McCaulRepublicanHouseTX,Carlisle Cos IncCSL:US,14 Nov2024,10 Oct2024,Spouse,sell,15K–50K,$459.52
Michael McCaulRepublicanHouseTX,COUNTY OF MIAMI DADEN/A,14 Nov2024,30 Oct2024,Spouse,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Occidental Petroleum CorpOXY:US,14 Nov2024,24 Oct2024,Spouse,sell,50K–100K,$51.35
Michael McCaulRepublicanHouseTX,METROPOLITAN WASHINGTON AIRPORTS AUTHORITYN/A,14 Nov2024,8 Oct2024,Spouse,sell,50K–100K,N/A
Ro KhannaDemocratHouseCA,Agilent Technologies IncA:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$144.25
Ro KhannaDemocratHouseCA,Walmart IncWMT:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$80.29
Ro KhannaDemocratHouseCA,Edwards Lifesciences CorpEW:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$69.63
Ro KhannaDemocratHouseCA,Martin Marietta Materials IncMLM:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$552.35
Ro KhannaDemocratHouseCA,Thermo Fisher Scientific IncTMO:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$603.79
Ro KhannaDemocratHouseCA,AbbVie IncABBV:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$195.65
Ro KhannaDemocratHouseCA,Uber Technologies IncUBER:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$84.94
Ro KhannaDemocratHouseCA,Everest Re Group LtdRE:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$398.66
Ro KhannaDemocratHouseCA,Stryker CorpSYK:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$359.71
Ro KhannaDemocratHouseCA,The Travelers Companies IncTRV:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$240.12
Ro KhannaDemocratHouseCA,Cigna CorpCI:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$351.45
Ro KhannaDemocratHouseCA,Morgan StanleyMS:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$112.28
Ro KhannaDemocratHouseCA,Steris PLCSTE:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$228.21
Ro KhannaDemocratHouseCA,Cincinnati Financial CorpCINF:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$136.88
Ro KhannaDemocratHouseCA,KKR & Co IncKKR:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$136.54
Ro KhannaDemocratHouseCA,Nasdaq IncNDAQ:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$72.57
Ro KhannaDemocratHouseCA,T. Rowe Price Group IncTROW:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$109.68
Ro KhannaDemocratHouseCA,PACCAR IncPCAR:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$108.22
Ro KhannaDemocratHouseCA,Parker-Hannifin CorpPH:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$643.53
Ro KhannaDemocratHouseCA,PPG Industries IncPPG:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$128.50
Ro KhannaDemocratHouseCA,Welltower IncWELL:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$127.60
Ro KhannaDemocratHouseCA,Zimmer Biomet Holdings IncZBH:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$104.83
Ro KhannaDemocratHouseCA,Delta Air Lines IncDAL:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$53.18
Ro KhannaDemocratHouseCA,VICI Properties IncVICI:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$32.78
Ro KhannaDemocratHouseCA,CrowdStrike Holdings IncCRWD:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$310.52
Ro KhannaDemocratHouseCA,Take-Two Interactive Software IncTTWO:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$155.43
Ro KhannaDemocratHouseCA,Monster Beverage CorpMNST:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$51.68
Ro KhannaDemocratHouseCA,Schwab (Charles) CorpSCHW:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$67.82
Ro KhannaDemocratHouseCA,SUPER MICRO COMPUTER INCSMCI:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$47.39
Ro KhannaDemocratHouseCA,Expeditors International of Washington IncEXPD:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$122.09
Ro KhannaDemocratHouseCA,Copart IncCPRT:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$55.25
Ro KhannaDemocratHouseCA,The Kroger CoKR:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$55.27
Ro KhannaDemocratHouseCA,DuPont  De Nemours IncDD:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$86.85
Ro KhannaDemocratHouseCA,Southwest Airlines CoLUV:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$30.37
Ro KhannaDemocratHouseCA,Colgate-Palmolive CoCL:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$100.73
Ro KhannaDemocratHouseCA,Metlife IncMET:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$85.88
Ro KhannaDemocratHouseCA,The Kraft Heinz CoKHC:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,N/A
Ro KhannaDemocratHouseCA,News CorpNWSA:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$26.04
Ro KhannaDemocratHouseCA,Berkley (W.R.) CorpWRB:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$59.26
Ro KhannaDemocratHouseCA,Chipotle Mexican Grill IncCMG:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$59.28
Ro KhannaDemocratHouseCA,West Pharmaceutical Services IncWST:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$295.35
Ro KhannaDemocratHouseCA,Equity ResidentialEQR:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$73.63
Ro KhannaDemocratHouseCA,Bio-Techne CorpTECH:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$73.82
Ro KhannaDemocratHouseCA,Moderna IncMRNA:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$57.73
Ro KhannaDemocratHouseCA,Fiserv IncFI:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$193.23
Ro KhannaDemocratHouseCA,Biogen IncBIIB:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$191.56
Ro KhannaDemocratHouseCA,Paychex IncPAYX:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$142.35
Ro KhannaDemocratHouseCA,Cardinal Health IncCAH:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$111.92
Ro KhannaDemocratHouseCA,LyondellBasell Industries NVLYB:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$93.44
Ro KhannaDemocratHouseCA,Loews CorpL:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$80.34
Ro KhannaDemocratHouseCA,Arch Capital Group LtdACGL:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$111.09
Ro KhannaDemocratHouseCA,Genuine Parts CoGPC:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$139.44
Ro KhannaDemocratHouseCA,DexCom IncDXCM:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$69.18
Ro KhannaDemocratHouseCA,Henry (Jack) & Associates IncJKHY:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$184.29
Ro KhannaDemocratHouseCA,VERISK ANALYTICS IncVRSK:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$269.23
Ro KhannaDemocratHouseCA,FedEx CorpFDX:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$267.45
Ro KhannaDemocratHouseCA,The Procter & Gamble CoPG:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$172.51
Ro KhannaDemocratHouseCA,McKesson CorpMCK:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$509.28
Ro KhannaDemocratHouseCA,Nike IncNKE:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$81.60
Ro KhannaDemocratHouseCA,Johnson & JohnsonJNJ:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$161.60
Ro KhannaDemocratHouseCA,Amazon.com IncAMZN:US,11 Nov2024,14 Oct2024,Child,buy,1K–15K,$187.54
Ro KhannaDemocratHouseCA,Visa IncV:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$280.68
Ro KhannaDemocratHouseCA,Danaher CorpDHR:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$271.56
Ro KhannaDemocratHouseCA,Adobe IncADBE:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$509.65
Ro KhannaDemocratHouseCA,Union Pacific CorpUNP:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$245.27
Ro KhannaDemocratHouseCA,Blackrock IncBLK:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$991.72
Ro KhannaDemocratHouseCA,AT&T IncT:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$21.26
Ro KhannaDemocratHouseCA,T-Mobile US IncTMUS:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$215.91
Ro KhannaDemocratHouseCA,Chubb LtdCB:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$288.71
Ro KhannaDemocratHouseCA,American Tower CorpAMT:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$221.70
Ro KhannaDemocratHouseCA,The Walt Disney CoDIS:US,11 Nov2024,14 Oct2024,Child,sell,15K–50K,$94.97
Ro KhannaDemocratHouseCA,Vertex Pharmaceuticals IncVRTX:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$484.82
Ro KhannaDemocratHouseCA,CSX CorpCSX:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$35.29
Ro KhannaDemocratHouseCA,Norfolk Southern CorpNSC:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$253.84
Ro KhannaDemocratHouseCA,General Mills IncGIS:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$70.83
Ro KhannaDemocratHouseCA,Medtronic PLCMDT:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$90.01
Ro KhannaDemocratHouseCA,Waste Management IncWM:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$213.50
Ro KhannaDemocratHouseCA,Humana IncHUM:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$267.60
Ro KhannaDemocratHouseCA,Ameriprise Financial IncAMP:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$504.35
Ro KhannaDemocratHouseCA,D.R. Horton IncDHI:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$187.11
Ro KhannaDemocratHouseCA,TE Connectivity LtdTEL:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$148.31
Ro KhannaDemocratHouseCA,Resmed IncRMD:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$240.71
Ro KhannaDemocratHouseCA,Moody's Corp.MCO:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$479.44
Ro KhannaDemocratHouseCA,Republic Services IncRSG:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$205.77
Ro KhannaDemocratHouseCA,Altria Group IncMO:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$49.86
Ro KhannaDemocratHouseCA,Sysco CorporationSYY:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$75.22
Ro KhannaDemocratHouseCA,The Cooper Cos IncCOO:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$107.68
Ro KhannaDemocratHouseCA,Cintas CorpCTAS:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$211.50
Ro KhannaDemocratHouseCA,Trane Technologies PLCTT:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$404.97
Ro KhannaDemocratHouseCA,Eli Lilly and CoLLY:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$929.51
Ro KhannaDemocratHouseCA,Xylem IncXYL:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$137.24
Ro KhannaDemocratHouseCA,International Flavors & Fragrances IncIFF:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$105.14
Ro KhannaDemocratHouseCA,ROLLINS IncROL:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$50.16
Ro KhannaDemocratHouseCA,EPAM Systems IncEPAM:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$198.00
Ro KhannaDemocratHouseCA,LKQ CorporationLKQ:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$39.29
Ro KhannaDemocratHouseCA,Corteva IncCTVA:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$57.76
Ro KhannaDemocratHouseCA,Enphase Energy IncENPH:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$101.47
Ro KhannaDemocratHouseCA,Constellation Brands IncSTZ:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$245.71
Ro KhannaDemocratHouseCA,Darden Restaurants IncDRI:US,11 Nov2024,14 Oct2024,Child,sell,1K–15K,$156.94
Ro KhannaDemocratHouseCA,Barclays Bank PLC8376923Z:LN,11 Nov2024,31 Oct2024,Spouse,buy,100K–250K,N/A
Ro KhannaDemocratHouseCA,The Bank of Nova ScotiaBNS:US,11 Nov2024,24 Oct2024,Spouse,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,Canadian Imperial Bank of CommerceCM:US,11 Nov2024,10 Oct2024,Spouse,buy,50K–100K,N/A
Ro KhannaDemocratHouseCA,METRO WASHINGTON AIRPORTS AUTH DCN/A,11 Nov2024,30 Oct2024,Spouse,buy,15K–50K,N/A
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,25 Oct2024,Spouse,buy,1K–15K,$32.35
Ro KhannaDemocratHouseCA,ULTRA CLEAN HOLDINGS INCN/A,11 Nov2024,30 Oct2024,Spouse,buy,1K–15K,$35.88
Ro KhannaDemocratHouseCA,Pinterest IncPINS:US,11 Nov2024,22 Oct2024,Spouse,buy,1K–15K,$31.94
Ro KhannaDemocratHouseCA,NCR CorpNCR:US,11 Nov2024,11 Oct2024,Spouse,buy,1K–15K,$13.35
Ro KhannaDemocratHouseCA,OKTA IncOKTA:US,11 Nov2024,10 Oct2024,Spouse,buy,1K–15K,$77.93
